id,name,Eduskuntaryhmä,Vaalipiiri,Syntymäaika,Edustajatoimen.tila,Sukupuoli
534,Hannele Luukkainen,NA,NA,NA,NA,female
537,Marja-Liisa Löyttyjärvi,NA,NA,NA,NA,female
542,Hanna Markkula-Kivisilta,NA,NA,NA,NA,female
545,Rosa Meriläinen,NA,NA,NA,NA,female
549,Eeva-Liisa Moilanen,NA,NA,NA,NA,female
550,Riikka Moilanen,NA,NA,NA,NA,female
552,Helmi Morri,NA,NA,NA,NA,female
553,Kyllikki Muttilainen,NA,NA,NA,NA,female
559,Tina Mäkelä,NA,NA,NA,NA,female
561,Marita Mäkinen,NA,NA,NA,NA,female
563,Lauha Männistö,NA,NA,NA,NA,female
564,Aune Mänttäri,NA,NA,NA,NA,female
569,Terhi Nieminen-Mäkynen,NA,NA,NA,NA,female
576,Arja Ojala,NA,NA,NA,NA,female
577,Outi Ojala,NA,NA,NA,NA,female
585,Kati Peltola,NA,NA,NA,NA,female
586,Pirkko Peltomo,NA,NA,NA,NA,female
590,Maija Perho,NA,NA,NA,NA,female
591,Helena Pesola,NA,NA,NA,NA,female
593,Tuulikki Petäjäniemi,NA,NA,NA,NA,female
594,Margareta Pietikäinen,NA,NA,NA,NA,female
595,Sirpa Pietikäinen,NA,NA,NA,NA,female
596,Kirsi Piha,NA,NA,NA,NA,female
597,Tuula Pihlajamaa,NA,NA,NA,NA,female
599,Aino Pohjanoksa,NA,NA,NA,NA,female
601,Tuija Pohjola,NA,NA,NA,NA,female
602,Hannele Pokka,NA,NA,NA,NA,female
606,Riitta Prusti,NA,NA,NA,NA,female
611,Tuija Maaret Pykäläinen,NA,NA,NA,NA,female
614,Susanna Rahkonen,NA,NA,NA,NA,female
616,Maija Rajantie,NA,NA,NA,NA,female
620,Maija Rask,NA,NA,NA,NA,female
623,Elisabeth Rehn,NA,NA,NA,NA,female
624,Tellervo Renko,NA,NA,NA,NA,female
626,Eila Rimmi,NA,NA,NA,NA,female
631,Irma Rosnell,NA,NA,NA,NA,female
632,Pirjo Rusanen,NA,NA,NA,NA,female
634,Mirja Ryynänen,NA,NA,NA,NA,female
642,Riitta Saastamoinen,NA,NA,NA,NA,female
651,Outi Siimes,NA,NA,NA,NA,female
652,Suvi-Anne Siimes,NA,NA,NA,NA,female
653,Eva-Riitta Siitonen,NA,NA,NA,NA,female
660,Marjatta Stenius-Kaukonen,NA,NA,NA,NA,female
661,Aino Suhola,NA,NA,NA,NA,female
663,Oili Suomi,NA,NA,NA,NA,female
665,Kaarina Suonio,NA,NA,NA,NA,female
666,Katja Syvärinen,NA,NA,NA,NA,female
668,Säde Tahvanainen,NA,NA,NA,NA,female
669,Anneli Taina,NA,NA,NA,NA,female
671,Irmeli Takala,NA,NA,NA,NA,female
681,Irja Tulonen,NA,NA,NA,NA,female
685,Pirkko Turpeinen-Saari,NA,NA,NA,NA,female
688,Marja-Liisa Tykkyläinen,NA,NA,NA,NA,female
689,Pirkko Työläjärvi,NA,NA,NA,NA,female
692,Riitta Uosukainen,NA,NA,NA,NA,female
696,Helena Vartiainen,NA,NA,NA,NA,female
697,Ritva Vastamäki,NA,NA,NA,NA,female
698,Marjatta Vehkaoja,NA,NA,NA,NA,female
702,Maija-Liisa Veteläinen,NA,NA,NA,NA,female
715,Marjatta Väänänen,NA,NA,NA,NA,female
716,Jaana Ylä-Mononen,NA,NA,NA,NA,female
717,Jutta Zilliacus,NA,NA,NA,NA,female
